Activity Date,Activity Month,Activity Type,Campaign Duration (bin),Campaign ID,Campaign Name,Campaign Objective,Channel,Conversion Funnel Stage,Marketing metrics Discrete,Source,Target Audience,Visibility,AVG(0),Campaign Duration,Clicks,Conversion Rate,Conversions,Cost,Cost Per Conversion,Engagement Rate,Engagement Time,Impressions,Marketing metrics,MIN(1),Revenue,ROI
10/14/2023,October,Engagement,79,Campaign-1576Xz,Robust needs-based data-warehouse,Lead Generation,Facebook,Awareness,Impressions,Direct,Returning Customers,Private,0,81,109,0.02,10,547.36,54.736,0.3,251,1010,1010,1,974.58,-48.48
7/17/2022,July,Conversion,79,Campaign-8786He,Innovative coherent policy,Sales Conversion,Instagram,Consideration,Impressions,Email,New Visitors,Public,0,80,96,0.04,12,661.36,55.11333333,0.37,213,966,966,1,641,142.09
11/22/2022,November,Click,37,Campaign-3268uj,Advanced uniform initiative,Lead Generation,Instagram,Decision,Impressions,Email,Returning Customers,Restricted,0,41,109,0.15,14,562.13,40.15214286,0.73,95,1038,1038,1,1029.57,-90.64
1/3/2022,January,Engagement,32,Campaign-1220yP,Function-based dynamic adapter,Sales Conversion,Facebook,Decision,Impressions,Email,New Visitors,Public,0,34,91,0.2,10,514.99,51.499,0.34,287,967,967,1,810.42,212
12/17/2022,December,Engagement,58,Campaign-9118rK,Balanced reciprocal conglomeration,Brand Awareness,Facebook,Decision,Impressions,Social Media,Subscribers,Restricted,0,60,109,0.16,9,575.48,63.94222222,0.56,281,950,950,1,1116.05,208.29
5/9/2023,May,Ad Display,53,Campaign-4576Lu,User-friendly local policy,Brand Awareness,Twitter,Awareness,Impressions,Social Media,Segmented Audience,Public,0,53,97,0.06,7,475.72,67.96,0.94,51,981,981,1,1166.36,29.04
1/23/2023,January,Engagement,26,Campaign-9785oX,Distributed directional pricing structure,Brand Awareness,Instagram,Decision,Impressions,Social Media,Returning Customers,Public,0,31,80,0.14,11,474.44,43.13090909,0.74,277,1039,1039,1,773.41,173.96
12/1/2023,December,Click,21,Campaign-8065vY,Upgradable full-range framework,Brand Awareness,Twitter,Awareness,Impressions,PPC,New Visitors,Private,0,23,86,0.03,10,501.98,50.198,0.48,209,1026,1026,1,749.83,103.63
2/27/2023,February,Conversion,26,Campaign-8039eE,Streamlined hybrid middleware,Brand Awareness,LinkedIn,Decision,Impressions,Referral,Subscribers,Public,0,29,103,0.09,9,475.09,52.78777778,0.01,241,1055,1055,1,1512.7,-84.28
3/16/2023,March,Click,11,Campaign-1569pI,Total zero administration archive,Brand Awareness,Facebook,Decision,Impressions,Referral,New Visitors,Restricted,0,11,108,0.2,6,362.09,60.34833333,0.43,33,970,970,1,567.61,-56.11
6/7/2023,June,Conversion,53,Campaign-0881cK,Profound methodical definition,Lead Generation,Google Ads,Decision,Impressions,PPC,New Visitors,Private,0,54,103,0.1,11,362.17,32.92454545,0.51,296,967,967,1,476.36,218.21
7/25/2023,July,Ad Display,21,Campaign-5052vr,Future-proofed empowering alliance,Brand Awareness,Google Ads,Consideration,Impressions,Referral,Returning Customers,Private,0,23,90,0.01,6,629.76,104.96,0.76,103,1010,1010,1,1167.64,147.33
7/7/2023,July,Click,21,Campaign-7760ZP,Multi-lateral object-oriented framework,Sales Conversion,Google Ads,Consideration,Impressions,Direct,Returning Customers,Restricted,0,23,109,0.06,9,379.62,42.18,0.03,132,989,989,1,830.18,244.58
10/2/2022,October,Engagement,26,Campaign-3752cW,Re-contextualized eco-centric emulation,Lead Generation,Google Ads,Decision,Impressions,Social Media,New Visitors,Private,0,29,88,0.11,9,467.14,51.90444444,0.68,210,1013,1013,1,735.59,109.5
7/1/2022,July,Engagement,21,Campaign-7826Ss,Total fault-tolerant groupware,Lead Generation,Twitter,Awareness,Impressions,Direct,Returning Customers,Public,0,25,123,0.18,7,514.42,73.48857143,0.67,108,962,962,1,1235.47,29.44
10/8/2022,October,Ad Display,11,Campaign-9730TD,Progressive explicit focus group,Lead Generation,Twitter,Consideration,Impressions,SEO,Returning Customers,Restricted,0,13,94,0.11,8,146.22,18.2775,0.53,61,1056,1056,1,1057.43,291.88
8/31/2023,August,Conversion,74,Campaign-9929Cu,Multi-tiered mobile budgetary management,Brand Awareness,Twitter,Decision,Impressions,Social Media,Returning Customers,Private,0,76,104,0.09,4,570.47,142.6175,0.92,224,982,982,1,1281.5,66.26
2/1/2023,February,Click,21,Campaign-9569XO,Total asynchronous instruction set,Sales Conversion,Twitter,Awareness,Impressions,Social Media,Subscribers,Private,0,24,125,0.19,10,386.88,38.688,0.79,295,982,982,1,643.89,-10.23
9/10/2022,September,Engagement,16,Campaign-2866px,Exclusive solution-oriented conglomeration,Brand Awareness,Facebook,Consideration,Impressions,Direct,Returning Customers,Private,0,16,113,0.16,12,391.82,32.65166667,0.34,116,1060,1060,1,824.86,-82.78
5/4/2023,May,Ad Display,79,Campaign-6433qp,Synergized systematic database,Brand Awareness,Google Ads,Consideration,Impressions,Email,Returning Customers,Restricted,0,82,97,0.07,9,503.13,55.90333333,0.7,236,1007,1007,1,1624.71,36.56
12/31/2023,December,Engagement,16,Campaign-8957pM,Grass-roots holistic projection,Brand Awareness,Google Ads,Decision,Impressions,Email,New Visitors,Public,0,17,110,0.2,10,313.95,31.395,0.55,277,1001,1001,1,1139.48,0.57
1/25/2023,January,Ad Display,42,Campaign-5925pj,Progressive leadingedge project,Lead Generation,Twitter,Decision,Impressions,PPC,Returning Customers,Public,0,43,94,0.15,6,683.89,113.9816667,0.13,116,953,953,1,685.56,-71.07
3/21/2022,March,Click,58,Campaign-4828TT,Organic tangible process improvement,Brand Awareness,LinkedIn,Consideration,Impressions,Email,Subscribers,Public,0,58,90,0.19,8,349.64,43.705,0.09,298,966,966,1,759.12,52.31
2/4/2022,February,Click,42,Campaign-9177nS,Vision-oriented incremental database,Lead Generation,Facebook,Consideration,Impressions,Social Media,Subscribers,Restricted,0,45,97,0.07,18,621.31,34.51722222,0.61,131,1019,1019,1,1477.58,261.87
3/1/2023,March,Conversion,16,Campaign-2959pT,Vision-oriented needs-based intranet,Brand Awareness,Google Ads,Awareness,Impressions,PPC,Segmented Audience,Public,0,21,101,0.16,12,474.45,39.5375,0.79,10,1019,1019,1,1145.67,58.44
4/18/2022,April,Engagement,16,Campaign-1873sy,Mandatory bandwidth-monitored support,Sales Conversion,Facebook,Consideration,Impressions,SEO,Returning Customers,Restricted,0,19,92,0.03,10,420.98,42.098,0.12,156,1033,1033,1,933.68,106.49
4/16/2022,April,Engagement,21,Campaign-4835Au,Extended reciprocal matrices,Lead Generation,Twitter,Decision,Impressions,SEO,Subscribers,Private,0,23,89,0.03,8,765.35,95.66875,0.12,209,987,987,1,773.44,150.69
12/3/2022,December,Ad Display,53,Campaign-0033Mk,Integrated optimizing system engine,Sales Conversion,Instagram,Decision,Impressions,Email,Subscribers,Public,0,57,88,0.09,10,970.28,97.028,0.11,198,988,988,1,1202.9,-60.62
6/9/2023,June,Ad Display,37,Campaign-8714Gs,Customer-focused 3rdgeneration alliance,Brand Awareness,Facebook,Consideration,Impressions,Social Media,Returning Customers,Restricted,0,39,109,0.08,9,612.65,68.07222222,0.97,177,973,973,1,1361.84,-3.46
12/2/2022,December,Click,42,Campaign-7656dh,Compatible systematic standardization,Lead Generation,Google Ads,Awareness,Impressions,Referral,Segmented Audience,Restricted,0,47,97,0.16,10,843.05,84.305,0.88,160,971,971,1,827.59,30.56
1/13/2022,January,Engagement,16,Campaign-0524NU,Total zero tolerance emulation,Lead Generation,Instagram,Consideration,Impressions,Referral,Segmented Audience,Restricted,0,19,95,0.12,9,589.16,65.46222222,0.39,2,978,978,1,969.06,147.69
12/1/2022,December,Engagement,68,Campaign-8748AE,Reactive interactive projection,Brand Awareness,Facebook,Awareness,Impressions,PPC,New Visitors,Public,0,73,87,0.08,14,495.45,35.38928571,0.73,120,1000,1000,1,1118.97,183.86
5/29/2022,May,Conversion,63,Campaign-5311YO,Inverse motivating attitude,Sales Conversion,LinkedIn,Decision,Impressions,Direct,Returning Customers,Private,0,66,84,0.03,14,632.67,45.19071429,0.53,134,1045,1045,1,965.36,280.26
11/4/2022,November,Ad Display,53,Campaign-1809Gv,Cross-group mission-critical frame,Sales Conversion,Twitter,Decision,Impressions,Email,Subscribers,Restricted,0,53,105,0.2,10,447.49,44.749,0.02,205,1004,1004,1,1590.86,-69.32
9/15/2022,September,Engagement,42,Campaign-9193bc,Up-sized modular Local Area Network,Sales Conversion,Facebook,Awareness,Impressions,PPC,Returning Customers,Private,0,46,98,0.11,11,388.26,35.29636364,0.67,111,970,970,1,754.67,78.93
12/27/2022,December,Ad Display,68,Campaign-1419zT,Centralized fault-tolerant moratorium,Brand Awareness,Google Ads,Awareness,Impressions,Social Media,Subscribers,Private,0,71,95,0.16,6,528.13,88.02166667,0.9,36,1066,1066,1,695.43,173.28
11/2/2022,November,Engagement,21,Campaign-2998mr,Streamlined neutral leverage,Brand Awareness,Instagram,Consideration,Impressions,SEO,Segmented Audience,Restricted,0,26,100,0.05,8,254.74,31.8425,0.48,184,943,943,1,1245.4,-63.93
1/31/2022,January,Engagement,53,Campaign-4229oi,Multi-layered regional leverage,Lead Generation,LinkedIn,Awareness,Impressions,Referral,Subscribers,Restricted,0,54,98,0.11,10,462.69,46.269,0.88,1,981,981,1,862.18,81.97
2/10/2022,February,Click,74,Campaign-2347Yt,De-engineered static moratorium,Brand Awareness,LinkedIn,Awareness,Impressions,Referral,Returning Customers,Public,0,77,86,0.18,9,556.33,61.81444444,0.31,70,988,988,1,919.91,249.09
9/15/2023,September,Conversion,79,Campaign-2943fi,Face-to-face scalable application,Lead Generation,Facebook,Consideration,Impressions,SEO,New Visitors,Public,0,84,108,0.19,9,493.46,54.82888889,0.89,225,1000,1000,1,996.99,119.66
6/13/2023,June,Ad Display,84,Campaign-6239bw,Organized non-volatile encoding,Lead Generation,Facebook,Decision,Impressions,Referral,Segmented Audience,Restricted,0,88,98,0.07,8,662.22,82.7775,0.02,167,971,971,1,1223.75,94.11
8/14/2023,August,Conversion,84,Campaign-8724fU,Fully-configurable optimizing emulation,Lead Generation,Google Ads,Decision,Impressions,SEO,Segmented Audience,Private,0,86,104,0.16,3,656.03,218.6766667,0.37,2,1022,1022,1,1053.78,4.27
4/5/2022,April,Click,68,Campaign-9493aj,Synergistic 5thgeneration forecast,Brand Awareness,Facebook,Decision,Impressions,SEO,New Visitors,Private,0,72,97,0.05,10,388.13,38.813,0.55,268,967,967,1,1053.29,-11.77
9/4/2023,September,Conversion,11,Campaign-3906ij,Customizable human-resource Graphical User Interface,Sales Conversion,Google Ads,Awareness,Impressions,PPC,Subscribers,Restricted,0,11,106,0.11,11,449.18,40.83454545,0.42,284,985,985,1,1192.77,201.36
3/15/2023,March,Conversion,32,Campaign-7808uo,Operative grid-enabled circuit,Lead Generation,LinkedIn,Decision,Impressions,Referral,Returning Customers,Public,0,33,82,0.07,9,398.89,44.32111111,0.8,42,1017,1017,1,963.91,171
6/19/2023,June,Conversion,68,Campaign-2757oP,Reverse-engineered human-resource knowledgebase,Sales Conversion,Twitter,Decision,Impressions,Direct,New Visitors,Public,0,73,113,0.04,9,632.22,70.24666667,0.65,30,926,926,1,891.5,142.05
4/13/2023,April,Engagement,32,Campaign-4315Fr,De-engineered intangible complexity,Brand Awareness,LinkedIn,Awareness,Impressions,Social Media,Returning Customers,Public,0,34,79,0.07,9,442.36,49.15111111,0.79,140,1005,1005,1,1618.1,19.71
9/27/2022,September,Conversion,21,Campaign-5894ns,Focused 5thgeneration hub,Brand Awareness,Instagram,Awareness,Impressions,Social Media,Subscribers,Restricted,0,25,111,0.13,8,754.74,94.3425,0.89,197,1007,1007,1,809.31,61.71
9/26/2022,September,Click,58,Campaign-8612yh,Persistent stable knowledgebase,Lead Generation,Facebook,Awareness,Impressions,PPC,Returning Customers,Public,0,59,109,0.15,10,462.88,46.288,0.46,225,1012,1012,1,354.11,-68.61
1/5/2022,January,Conversion,84,Campaign-9182TD,Customizable systemic groupware,Sales Conversion,Instagram,Decision,Impressions,PPC,Returning Customers,Private,0,85,100,0.05,14,494.66,35.33285714,0.7,195,996,996,1,698.64,16.08
2/3/2022,February,Engagement,79,Campaign-2648mW,Fundamental radical capacity,Sales Conversion,LinkedIn,Decision,Impressions,Direct,Subscribers,Private,0,81,87,0.16,10,606.02,60.602,0.2,279,977,977,1,1259.24,164.91
11/5/2022,November,Ad Display,26,Campaign-2147uy,Upgradable tertiary framework,Sales Conversion,Google Ads,Awareness,Impressions,Social Media,New Visitors,Restricted,0,29,117,0.09,9,579.2,64.35555556,0.53,225,990,990,1,1688.08,221.58
10/26/2022,October,Conversion,53,Campaign-8056VU,Automated dedicated moderator,Brand Awareness,Facebook,Awareness,Impressions,Direct,Subscribers,Public,0,56,94,0.01,9,625.86,69.54,0.23,80,1031,1031,1,942.28,149.51
4/17/2022,April,Conversion,84,Campaign-6828Kj,Implemented empowering encoding,Lead Generation,Google Ads,Consideration,Impressions,SEO,Returning Customers,Public,0,88,93,0.01,12,736.75,61.39583333,0.47,60,1036,1036,1,1387.43,86.6
7/11/2023,July,Click,53,Campaign-0497HW,Configurable logistical budgetary management,Brand Awareness,LinkedIn,Consideration,Impressions,Referral,New Visitors,Restricted,0,54,92,0.07,9,448.95,49.88333333,0.48,8,944,944,1,513.68,1.31
10/6/2022,October,Engagement,47,Campaign-9637nz,Public-key mobile synergy,Sales Conversion,Instagram,Awareness,Impressions,SEO,New Visitors,Restricted,0,51,83,0.05,17,456.79,26.87,0.99,214,937,937,1,1309.67,117.86
11/4/2023,November,Engagement,16,Campaign-1186hG,Inverse contextually-based function,Brand Awareness,Facebook,Decision,Impressions,PPC,New Visitors,Public,0,17,108,0.08,4,564.98,141.245,0.37,173,1052,1052,1,1100.16,-15.47
8/27/2022,August,Click,84,Campaign-7203op,Profit-focused bi-directional ability,Brand Awareness,Twitter,Decision,Impressions,PPC,New Visitors,Public,0,89,100,0.2,11,563.59,51.23545455,0.69,108,999,999,1,590.83,155.63
4/15/2023,April,Ad Display,63,Campaign-1966eJ,Expanded directional hierarchy,Brand Awareness,Instagram,Awareness,Impressions,Referral,Returning Customers,Private,0,67,94,0.11,8,495.55,61.94375,0.25,286,1015,1015,1,1581.93,114.78
5/17/2023,May,Click,16,Campaign-3833Ff,Public-key context-sensitive hub,Brand Awareness,LinkedIn,Decision,Impressions,Direct,Segmented Audience,Private,0,17,102,0.08,6,749.42,124.9033333,0.28,137,994,994,1,892.16,-21.78
10/30/2023,October,Click,11,Campaign-3182Mm,Managed discrete function,Brand Awareness,Instagram,Decision,Impressions,SEO,Returning Customers,Restricted,0,11,107,0.07,9,651.09,72.34333333,0.63,185,982,982,1,855.43,135.85
7/26/2022,July,Conversion,37,Campaign-8989BM,Ergonomic scalable migration,Sales Conversion,Google Ads,Awareness,Impressions,Social Media,Subscribers,Private,0,40,114,0.15,7,459.58,65.65428571,0.3,263,983,983,1,946.97,157.41
8/10/2022,August,Ad Display,79,Campaign-6479Yb,Virtual analyzing service-desk,Brand Awareness,Facebook,Decision,Impressions,SEO,New Visitors,Private,0,80,109,0.1,11,551.24,50.11272727,0.58,165,1018,1018,1,1816.13,153.23
11/7/2022,November,Conversion,26,Campaign-5530mC,Multi-tiered eco-centric frame,Brand Awareness,LinkedIn,Consideration,Impressions,Email,New Visitors,Public,0,29,100,0.16,9,329.82,36.64666667,0.2,292,1035,1035,1,1044.99,-30.84
12/30/2022,December,Engagement,32,Campaign-3830jp,Networked encompassing artificial intelligence,Sales Conversion,Twitter,Awareness,Impressions,Referral,Subscribers,Public,0,35,94,0.17,11,409.33,37.21181818,0.1,227,1030,1030,1,716.04,198.94
2/13/2022,February,Engagement,79,Campaign-7719rP,Self-enabling analyzing ability,Lead Generation,Google Ads,Awareness,Impressions,Referral,Subscribers,Public,0,82,85,0.14,14,445.17,31.79785714,0.16,263,970,970,1,1104.68,-90
4/21/2023,April,Engagement,84,Campaign-4654Qf,Reduced clear-thinking emulation,Lead Generation,Facebook,Decision,Impressions,PPC,Segmented Audience,Private,0,86,93,0.08,7,377.36,53.90857143,0.44,93,1040,1040,1,849.95,121.34
12/6/2023,December,Conversion,84,Campaign-9175NN,Realigned 24hour moratorium,Sales Conversion,Instagram,Consideration,Impressions,SEO,Segmented Audience,Public,0,86,120,0.1,9,470.4,52.26666667,0.9,26,1001,1001,1,1182.51,-68.28
9/2/2022,September,Ad Display,16,Campaign-1326pb,Up-sized clear-thinking parallelism,Sales Conversion,Facebook,Awareness,Impressions,Social Media,Returning Customers,Public,0,18,106,0.08,14,499.14,35.65285714,0.39,234,1021,1021,1,1354.13,149.28
1/20/2022,January,Ad Display,16,Campaign-7428Ox,Secured executive protocol,Brand Awareness,Twitter,Decision,Impressions,Email,Segmented Audience,Public,0,18,108,0.13,7,488.7,69.81428571,0.62,153,1009,1009,1,1304.42,106.65
5/20/2022,May,Ad Display,11,Campaign-2185uR,Enhanced cohesive paradigm,Lead Generation,Google Ads,Decision,Impressions,Referral,New Visitors,Private,0,13,107,0.03,10,262.72,26.272,0.85,115,954,954,1,1110.75,111.52
3/5/2022,March,Engagement,21,Campaign-1533sH,Pre-emptive 5thgeneration projection,Sales Conversion,Google Ads,Decision,Impressions,Direct,New Visitors,Public,0,22,91,0.06,10,636.04,63.604,0.1,166,1027,1027,1,1059.64,296.68
6/16/2023,June,Engagement,5,Campaign-6660jC,Proactive radical function,Brand Awareness,Instagram,Awareness,Impressions,SEO,New Visitors,Restricted,0,10,97,0.03,10,326.31,32.631,0.81,108,1013,1013,1,746.63,24.04
3/25/2023,March,Conversion,16,Campaign-1428mM,Reactive disintermediate service-desk,Brand Awareness,Instagram,Consideration,Impressions,Social Media,New Visitors,Private,0,21,103,0.13,6,234.08,39.01333333,0.83,246,967,967,1,1157.47,-56.51
8/31/2022,August,Click,37,Campaign-7529jK,Universal systemic help-desk,Lead Generation,LinkedIn,Awareness,Impressions,PPC,Segmented Audience,Public,0,38,99,0.11,11,441.21,40.11,0.94,165,1015,1015,1,755.63,26.14
2/9/2022,February,Conversion,58,Campaign-6431ki,Decentralized demand-driven definition,Lead Generation,Google Ads,Awareness,Impressions,Email,Subscribers,Public,0,60,104,0.03,6,566.83,94.47166667,0.74,290,941,941,1,1027.93,139.72
7/24/2023,July,Click,84,Campaign-7862ct,Distributed coherent focus group,Lead Generation,Instagram,Awareness,Impressions,Referral,New Visitors,Public,0,88,116,0.01,12,508.48,42.37333333,0.29,248,1011,1011,1,694.19,114.4
8/2/2022,August,Ad Display,63,Campaign-7915Pg,Programmable mission-critical function,Sales Conversion,Google Ads,Consideration,Impressions,Email,Subscribers,Private,0,67,95,0.01,12,183.47,15.28916667,0.27,22,984,984,1,581.73,72.41
1/13/2023,January,Ad Display,79,Campaign-1738cb,Organized explicit core,Lead Generation,LinkedIn,Decision,Impressions,PPC,New Visitors,Restricted,0,79,100,0.05,9,708.35,78.70555556,0.92,176,1023,1023,1,853.6,78.17
1/1/2022,January,Engagement,58,Campaign-9174VL,Mandatory demand-driven challenge,Brand Awareness,Google Ads,Decision,Impressions,Direct,New Visitors,Public,0,58,96,0.13,14,541.96,38.71142857,0.86,300,1028,1028,1,1471.99,-92.78
8/27/2023,August,Ad Display,53,Campaign-4862pO,Persistent mission-critical toolset,Brand Awareness,Instagram,Awareness,Impressions,Email,Returning Customers,Private,0,57,87,0.1,5,845.44,169.088,0.76,252,1065,1065,1,1026.27,239.35
1/14/2022,January,Conversion,21,Campaign-1982FP,Diverse multimedia definition,Lead Generation,Google Ads,Decision,Impressions,Email,Returning Customers,Public,0,24,100,0.14,6,614.53,102.4216667,0.16,181,1008,1008,1,1265.51,100.23
8/15/2022,August,Engagement,84,Campaign-3032TM,Virtual intermediate info-mediaries,Brand Awareness,Google Ads,Consideration,Impressions,Direct,Returning Customers,Private,0,85,104,0.07,7,321.74,45.96285714,0.97,129,946,946,1,474.68,-51.2
1/19/2023,January,Engagement,37,Campaign-2299le,Grass-roots didactic hardware,Lead Generation,Google Ads,Consideration,Impressions,Social Media,New Visitors,Private,0,39,88,0.17,8,501.92,62.74,0.89,155,975,975,1,1348.86,-41.04
8/28/2022,August,Conversion,74,Campaign-1414ND,Streamlined fault-tolerant Local Area Network,Lead Generation,Instagram,Awareness,Impressions,Direct,Segmented Audience,Private,0,76,85,0.15,11,263.95,23.99545455,0.76,228,1028,1028,1,1156.35,201.02
5/11/2022,May,Click,16,Campaign-9496cT,Synergistic clear-thinking standardization,Sales Conversion,Twitter,Consideration,Impressions,PPC,New Visitors,Private,0,17,117,0.04,5,669.03,133.806,0.92,294,952,952,1,606.72,64.91
9/12/2023,September,Engagement,68,Campaign-1270wv,Optional homogeneous knowledge user,Sales Conversion,Facebook,Decision,Impressions,PPC,Returning Customers,Restricted,0,71,88,0.03,7,364.11,52.01571429,0.8,166,992,992,1,962.56,-2.83
5/11/2023,May,Conversion,68,Campaign-4660sP,Open-source upward-trending data-warehouse,Lead Generation,LinkedIn,Consideration,Impressions,PPC,Returning Customers,Private,0,69,116,0.18,13,488.65,37.58846154,0.44,273,1003,1003,1,684.89,38.05
9/3/2022,September,Ad Display,53,Campaign-3319Uj,Seamless actuating extranet,Sales Conversion,Twitter,Decision,Impressions,Email,Segmented Audience,Public,0,54,85,0.06,10,634.85,63.485,0.22,271,1029,1029,1,1118.94,252.72
5/9/2022,May,Conversion,47,Campaign-3837ua,Re-contextualized multi-state synergy,Sales Conversion,Twitter,Consideration,Impressions,Direct,Returning Customers,Public,0,50,117,0.04,6,355.85,59.30833333,0.07,54,984,984,1,676.82,-18.69
9/14/2023,September,Engagement,63,Campaign-4698Ji,Business-focused stable matrices,Lead Generation,Instagram,Awareness,Impressions,Direct,Returning Customers,Private,0,65,94,0.12,9,431.58,47.95333333,0.03,48,1020,1020,1,476.61,-60.73
6/9/2023,June,Engagement,63,Campaign-5986mt,Re-engineered actuating installation,Brand Awareness,Twitter,Awareness,Impressions,PPC,Returning Customers,Private,0,64,88,0.08,8,433.36,54.17,0.85,288,986,986,1,705.42,278.18
10/1/2023,October,Engagement,58,Campaign-1743ZP,Secured radical conglomeration,Lead Generation,Twitter,Consideration,Impressions,Email,Returning Customers,Public,0,58,94,0.19,9,529.16,58.79555556,0.41,70,996,996,1,914.94,269.89
6/26/2022,June,Ad Display,58,Campaign-4415jC,Assimilated 24/7 policy,Lead Generation,Twitter,Decision,Impressions,Social Media,Returning Customers,Restricted,0,60,108,0.1,11,424.44,38.58545455,0.56,130,1048,1048,1,771.31,92.22
6/27/2023,June,Click,42,Campaign-0670OX,Function-based context-sensitive architecture,Brand Awareness,Facebook,Decision,Impressions,Email,Returning Customers,Restricted,0,46,93,0.12,9,383.79,42.64333333,0.4,295,973,973,1,1652.56,74.02
1/7/2023,January,Conversion,11,Campaign-4896DN,Automated encompassing groupware,Lead Generation,Instagram,Decision,Impressions,Email,Returning Customers,Restricted,0,12,111,0.07,6,489.68,81.61333333,0.37,242,1046,1046,1,1230.59,202.95
9/16/2023,September,Click,11,Campaign-9832ar,Ameliorated tertiary framework,Lead Generation,Facebook,Awareness,Impressions,Direct,New Visitors,Public,0,13,101,0.02,7,575.94,82.27714286,0.6,140,1009,1009,1,1185.45,73.09
5/28/2023,May,Click,21,Campaign-1643FE,Object-based bi-directional implementation,Lead Generation,LinkedIn,Decision,Impressions,PPC,Returning Customers,Public,0,24,104,0.13,11,432.79,39.34454545,0.6,46,965,965,1,675.06,159.51
11/24/2022,November,Ad Display,37,Campaign-4862MF,Open-source user-facing groupware,Brand Awareness,Facebook,Awareness,Impressions,Email,Returning Customers,Restricted,0,41,88,0.06,8,528.55,66.06875,0.82,39,995,995,1,699.75,82.13
8/3/2022,August,Conversion,53,Campaign-4203vq,Versatile demand-driven solution,Brand Awareness,LinkedIn,Consideration,Impressions,Direct,Segmented Audience,Private,0,54,104,0.1,7,765.89,109.4128571,0.69,93,975,975,1,1248.52,294.5
6/10/2023,June,Click,32,Campaign-1064uN,Fully-configurable composite portal,Sales Conversion,Facebook,Awareness,Impressions,Referral,New Visitors,Restricted,0,34,111,0.15,9,227.89,25.32111111,0.87,102,1011,1011,1,809.94,-26.07
12/23/2022,December,Ad Display,21,Campaign-3562Ph,Organic human-resource functionalities,Sales Conversion,Facebook,Awareness,Impressions,PPC,Subscribers,Private,0,26,84,0.06,14,328.8,23.48571429,0.29,170,1035,1035,1,1145,257.26
10/1/2023,October,Click,21,Campaign-3577lR,Organized national support,Lead Generation,Twitter,Decision,Impressions,Social Media,Segmented Audience,Restricted,0,23,94,0.14,5,599.8,119.96,0.06,92,970,970,1,1307.92,129.85
7/20/2022,July,Engagement,63,Campaign-5666xL,Digitized non-volatile attitude,Sales Conversion,Facebook,Awareness,Impressions,PPC,Subscribers,Private,0,65,99,0.09,10,509.11,50.911,0.49,111,1038,1038,1,901.62,-38.31
10/17/2022,October,Ad Display,32,Campaign-1187ig,User-centric zero-defect forecast,Sales Conversion,Twitter,Decision,Impressions,Referral,Returning Customers,Public,0,35,109,0.03,9,430.63,47.84777778,0.51,283,951,951,1,850.61,260.4
8/24/2022,August,Engagement,32,Campaign-0867pz,Organized regional budgetary management,Brand Awareness,Google Ads,Awareness,Impressions,Direct,Returning Customers,Public,0,32,100,0.2,10,460.02,46.002,0.12,132,984,984,1,1010.29,179.6
1/12/2023,January,Click,63,Campaign-1604Mk,Devolved zero tolerance framework,Lead Generation,Facebook,Decision,Impressions,Referral,Returning Customers,Public,0,67,104,0.19,10,471.15,47.115,0.71,196,994,994,1,755.43,79.23
5/31/2022,May,Click,32,Campaign-4481JQ,Public-key dynamic projection,Lead Generation,Google Ads,Consideration,Impressions,Social Media,Subscribers,Private,0,32,100,0.1,11,367.65,33.42272727,0.12,99,940,940,1,1212.5,-1.55
3/1/2022,March,Ad Display,16,Campaign-5020fv,Profit-focused global throughput,Brand Awareness,Twitter,Awareness,Impressions,Direct,Subscribers,Public,0,20,112,0.05,12,536.29,44.69083333,0.95,268,1007,1007,1,1500.83,125.62
5/11/2022,May,Engagement,32,Campaign-5733xQ,Synergistic incremental orchestration,Lead Generation,LinkedIn,Consideration,Impressions,Email,Subscribers,Restricted,0,32,92,0.05,5,466.55,93.31,0.99,48,1064,1064,1,957.94,-4.03
7/15/2022,July,Conversion,11,Campaign-9748kC,Managed zero administration architecture,Sales Conversion,Twitter,Consideration,Impressions,SEO,Subscribers,Public,0,15,109,0.06,16,266.92,16.6825,0.25,133,1006,1006,1,637.06,237.48
12/13/2022,December,Ad Display,58,Campaign-6010gv,Multi-lateral modular access,Lead Generation,Google Ads,Awareness,Impressions,Direct,Returning Customers,Private,0,59,102,0.13,7,561.31,80.18714286,0.67,240,984,984,1,1311.91,259.7
6/19/2022,June,Engagement,68,Campaign-3481GX,Customizable client-server challenge,Sales Conversion,Instagram,Consideration,Impressions,PPC,Returning Customers,Public,0,71,100,0.02,12,313.64,26.13666667,0.56,18,1000,1000,1,885.49,213.24
6/20/2022,June,Ad Display,84,Campaign-4118Ns,Synchronized eco-centric focus group,Lead Generation,Instagram,Decision,Impressions,SEO,Returning Customers,Public,0,85,104,0.14,9,541.22,60.13555556,0.14,269,1021,1021,1,1306.98,243.81
2/25/2022,February,Ad Display,58,Campaign-0312Ck,De-engineered disintermediate complexity,Sales Conversion,Instagram,Decision,Impressions,Referral,New Visitors,Restricted,0,62,125,0.1,10,434.71,43.471,0.28,166,995,995,1,799.97,211.17
3/16/2022,March,Engagement,42,Campaign-2742CT,Monitored global software,Lead Generation,Twitter,Awareness,Impressions,SEO,New Visitors,Public,0,46,96,0.19,12,328.9,27.40833333,0.88,89,1056,1056,1,1270.23,245.95
